Nombre,Nivel,Domicilio,Barrio,point_x,point_y
Escuela Infantil La Puertita,Otros Servicios Educativos de la modalidad Común,Sarandí 283,BALVANERA,106221.131815999993705,101885.609007999984897
Centro de Estudios Interdisciplinarios para el Aprendizaje y la Comunicación,Superior No Universitario Común,Cap. Gral. Ramón Freire 1658,BELGRANO,100201.437002000006032,106508.537473999997019
Jardín de Infantes Común N° 09/09°,Inicial Común,Moldes 1220,COLEGIALES,100952.434842000002391,106611.311614000005648
Inst. Hull Cordell,Inicial Común - Primario Común - Secundario Común,Avda. Crisólogo Larralde 3281,SAAVEDRA,98792.345142299993313,108500.373214999999618
Colegio Evangélico Buenos Aires,Inicial Común - Primario Común - Secundario Común,Moldes 2361,BELGRANO,100114.947057000012137,107601.860065999993822
Del Jacarandá,Inicial Común - Primario Común,Grecia 3273,NUÑEZ,100087.531101999993552,108926.852019999991171
Lomas de Nuñez,Inicial Común - Primario Común,Arcos 4531,NUÑEZ,99311.118798900002730,109905.535984999994980
Escuela Profesional de Cinematografía,Superior No Universitario Común,Cuba 2665,BELGRANO,100323.007922000004328,108219.035912999999709
El Buen Amigo,Inicial Común,Vuelta de Obligado 2874,NUÑEZ,100059.481920000005630,108374.701755999994930
Centro de Actividades Infantiles y Juveniles Club Almagro,Otros Servicios Educativos de la modalidad Común,Sarmiento 4041,ALMAGRO,103748.328183999998146,102775.193803000001935
ICEA  Altos Estudios,Superior No Universitario Común,Avda. Cabildo 885,PALERMO,101587.954616999995778,106683.580459000004339
Jardín de Infantes Común N° 03/09° Leopoldo Marechal,Inicial Común,Aguirre 752,VILLA CRESPO,102212.341243999995640,103799.258451000001514
Inst. Ana María Janer,Inicial Común - Primario Común - Secundario Común,Avda. Juan Bautista Alberdi 2555,FLORES,99892.126767399997334,99767.355398400002741
Inst. Elisa Harilaos,Inicial Común - Primario Común - Secundario Común,Avda. San Pedrito 1349,FLORES,100414.073971999998321,98267.333356600007392
Inst. Ntra. Sra. de la Misericordia,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Avda. Directorio 2138,FLORES,100527.452749000003678,99692.099080800006050
Inst. Ntra. Sra. del Milagro,Inicial Común - Primario Común - Secundario Común,Mariano Acosta 195,VELEZ SARSFIELD,98410.196595899993554,99305.465655199994217
Inst. Profesorado Jorge A. Susini,Inicial Común - Primario Común - Secundario Común,Avda. Juan Bautista Alberdi 1948,FLORES,100610.960768999997526,100012.801999999996042
Inst. Inmaculada Concepción de Ntra. Sra. de Lourdes,Inicial Común - Primario Común - Secundario Común,Avda. Rivadavia 6270,FLORES,100716.982237000003806,100397.372675000005984
Inst. San José de Flores,Inicial Común - Primario Común - Secundario Común,José Bonifacio 2475,FLORES,100048.524359999995795,99682.220055400001002
Inst. Virginio F. Grego,Inicial Común - Primario Común - Secundario Común - Primario de Jóvenes y Adultos,Avda. Directorio 2220,FLORES,100430.321754999997211,99655.077435900006094
Inst. Guardia de Honor del Santísimo Rosario,Inicial Común - Primario Común - Secundario Común,Lautaro 824,FLORES,100856.201407999993535,99306.315075499995146
Jardín de Infantes Integral N° 01/09° Dr. Alfredo Palacios,Inicial Común,Uriarte 2237,PALERMO,103418.422753000020748,105180.207915000006324
Inst. Ntra. Sra. de Luján de San José de Flores,Inicial Común - Primario Común,Avda. Carabobo 967,FLORES,101002.312768000003416,99173.016032799991081
Inst. Parroquial Sta. Clara,Inicial Común - Primario Común - Secundario Común - Primario de Jóvenes y Adultos,Zuviría 2660,FLORES,100629.089235999999801,98530.324261200003093
Inst. Sara Chamberlain de Eccleston,Inicial Común - Primario Común - Secundario Común,Avda. Carabobo 56,FLORES,100594.957792999994126,100261.230567999999039
Inst. Medalla Milagrosa,Inicial Común - Primario Común - Secundario Común,Avda. Curapaligüe 1155,PARQUE CHACABUCO,101492.794143999999505,99271.079770700001973
Inst. Luján Porteño,Inicial Común - Primario Común - Secundario Común,Avda. Francisco Bilbao 3476,PARQUE AVELLANEDA,99345.171508700004779,98644.520468300004723
Inst. Ntra. Sra. de la Paz,Inicial Común - Primario Común - Secundario Común,Pergamino 53,FLORESTA,98931.843187399994349,99643.680775300003006
Inst. Arzruni,Inicial Común - Primario Común - Secundario Común,José Martí 1562,FLORES,100229.722599999993690,98085.341001099994173
Escuela Integral Prof. Jam Weitzman,Inicial Común - Primario Común,Varela 850,FLORES,100352.993996000004699,98963.815257700014627
Inst. Colegio Granaderos de San Martín,Inicial Común - Primario Común - Secundario Común,Avda. Directorio 2959,FLORES,99472.816091100001358,99343.079814800003078
Inst. Casa Verde,Inicial Común - Primario Común - Secundario Común,Lautaro 122,FLORES,100534.373840000014752,100108.319778999997652
Inst. El Galileo,Inicial Común - Primario Común,Esteban Bonorino 275,FLORES,100289.550019999995129,99805.088759499994921
Colegio Limerick,Inicial Común - Primario Común - Secundario Común,Varela 265,FLORES,99908.828454400005285,99596.479787899996154
Estudio de Enseñanza e Investigaciones Informáticas,Superior No Universitario Común,Homero 598,BALVANERA,104687.119158000015887,102110.593445999998949
Inst. ESBA - Flores,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común - Secundario Jóvenes y Adultos,Cnel. Ramón L. Falcón 2670,FLORES,99710.125795500003733,99826.363045000005513
Inst. Argentino Coreano,Inicial Común - Primario Común,Avda. Asamblea 1840,FLORES,101188.349610999997822,98941.687451999998302
Inst. Sagrada Familia,Inicial Común - Primario Común - Secundario Común,Gral. José Gervasio de Artigas 1276,VILLA GRAL. MITRE,99274.188223100005416,101513.478535999995074
Inst. Cabrini,Inicial Común - Primario Común - Secundario Común,Gral. César Díaz 2052,VILLA GRAL. MITRE,99455.485965900006704,102288.404808999999659
Inst. Carlos Steeb,Inicial Común - Primario Común - Secundario Común,Alejandro Magariños Cervantes 3167,VILLA SANTA RITA,98118.765125000005355,101621.626701999994111
Inst. Mons. Aneiros de San José,Inicial Común - Primario Común - Secundario Común,Felipe Vallese 2549,FLORES,99491.166567299995222,100899.372428000002401
Inst. Sta. Rita,Inicial Común - Primario Común - Secundario Común,Paula Albarracín de Sarmiento 3436,VILLA SANTA RITA,97724.767018600003212,101584.855861999996705
Inst. San Roberto,Inicial Común - Primario Común,Bolivia 667,FLORES,99494.872623200004455,100714.046000000002095
Colegio N° 04 Nicolás Avellaneda,Secundario Común,El Salvador 5528,PALERMO,102552.401463000001968,105074.244202999994741
Inst. La Candelaria,Inicial Común - Primario Común - Secundario Común,Bahía Blanca 363,FLORESTA,98236.104261100001168,99998.424970099993516
Inst. Schonthal,Inicial Común - Primario Común - Secundario Común,Avda. Nazca 537,FLORES,99190.850207700015744,100418.510057000006782
Colegio Numen,Inicial Común - Primario Común,Terrero 70,FLORES,100611.787402000001748,100479.997759999998379
Inst. Dr. Emilio F. Cardenas,Secundario Común - Secundario de Jóvenes y Adultos,Cuenca 862,FLORESTA,98616.265089500011527,100767.714424000005238
Inst. Argentino Arabe Islámico,Inicial Común - Primario Común - Secundario Común,Bogotá 3449,FLORESTA,98622.114732899994124,100067.408844999998109
Inst. Puertas de Sión,Inicial Común - Primario Común,Helguera 465,FLORES,98913.030796899998677,100362.702183000001241
Escuela de Enfermería del Htal. Israelita,Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Cnel. Ramón L. Falcón 4080,VELEZ SARSFIELD,98047.072188399994047,99320.432896199999959
Escuela Para El Hombre Nuevo,Inicial Común - Primario Común,Granaderos 168,FLORES,100256.823539999997593,100439.659039999998640
Inst. Eyelén,Inicial Común - Primario Común,Helguera 40/42,FLORES,99080.637960399995791,99864.377212099978351
Abrahan Lincoln Flores,Secundario Común - Superior No Universitario Común - Secundario de Jóvenes y Adultos,Gral. José Gervasio de Artigas 80,FLORES,99827.249732800002676,100143.641885000004550
Escuela Infantil La Tortuga Dargtañán,Otros Servicios Educativos de la modalidad Común,Cortina 40,VILLA LURO,96147.680916100012837,99105.018074299994623
Inst. Recreativo Terapéutico Especial,Otros Servicios Educativos de la modalidad Común,Bogotá 2847,FLORES,99287.142366200001561,100287.380764999994426
Inst. Superior de Ciencias de la Salud,Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Gavilán 75,FLORES,100223.823948999997810,100295.906060000008438
Inst. Calasancio Divina Pastora,Inicial Común - Primario Común - Secundario Común,Manuel Artigas 6140,MATADEROS,96153.625247000003583,97557.013129300001310
Inst. San Vicente de Paul,Inicial Común - Primario Común,Manuel Artigas 6142,MATADEROS,96146.574249600002076,97548.963745399989421
Inst. San Roque,Inicial Común - Primario Común - Secundario Común,Plaza 1154,VILLA ORTUZAR,99567.356385199993383,105396.938456999996561
Inst. Ntra. Sra. de la Misericordia,Inicial Común - Primario Común - Secundario Común - Secundario Jóvenes y Adultos,Gregorio de Laferrere 5865,MATADEROS,97437.770779200000106,96501.316318400000455
Inst. San Pío X,Inicial Común - Primario Común - Secundario Común,Basualdo 780,MATADEROS,96746.144536299994797,98296.822525199997472
Inst. Ntra. Sra. de los Remedios,Inicial Común - Primario Común - Secundario Común,Dr. Florentino Ameghino 1441,PARQUE AVELLANEDA,98537.475753799997619,97728.846159299995634
Inst. Plácido Marín,Secundario Común,Avda. Larrazábal 1551,MATADEROS,96612.960410500003491,97324.492820200001006
Inst. Canto a la Vida,Inicial Común - Primario Común - Secundario Común,Crisóstomo Alvarez 5545,VILLA LUGANO,98127.262346200004686,95667.777873800005182
Centro de Formación Profesional N° 28 (anexo 4),Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Tte. Gral. Juan Domingo Perón 2085,BALVANERA,106110.944258999996237,102525.208893000002718
Crecer y Ser,Inicial Común - Primario Común,Avda. Olivera 1536,PARQUE AVELLANEDA,98487.035523700003978,97017.459211299996241
Inst. Claret,Inicial Común - Primario Común - Secundario Común,San Blas 1640,VILLA GRAL. MITRE,99770.255832499999087,102894.360826000003726
Inst. San Pablo Apostol,Inicial Común - Primario Común - Secundario Común,Palpa 3480,COLEGIALES,100909.384130999998888,105554.307941000006394
Inst. San Juan María Vianney,Inicial Común - Primario Común,Avda. San Martín 4460,VILLA DEL PARQUE,98156.965846499995678,103499.247812999979942
Escuela Evangélica Laura y Henry Fishbach,Inicial Común - Primario Común,Juan Agustín García 2044,VILLA GRAL. MITRE,99181.237708800006658,102735.797510000003967
Inst. Resurrección del Señor,Inicial Común - Primario Común,Avda. Dorrego 894,CHACARITA,101441.246947000006912,104302.757626999999047
Inst. Educativo Sta. Teresita,Inicial Común - Primario Común,Quirós 2941,PARQUE CHAS,98755.671980700004497,104425.025712999995449
Inst. Tel Aviv Central,Inicial Común - Primario Común,Almte. Francisco J. Seguí 2130,PATERNAL,100019.432734000001801,103122.515327000000980
Escuela Argentina,Inicial Común - Primario Común - Secundario Común,Giribone 863 / 877,CHACARITA,100711.885909999997239,105459.557782999996562
Escuela del Siglo Nuevo,Primario Común,Olleros 3855,CHACARITA,100966.057221000010031,105042.258877000014763
Inst. Comunicaciones Cooperativa Trab. Ltda.,Primario Común - Secundario Común,Tinogasta 2685,AGRONOMIA,97499.242430099999183,103628.456357000002754
Esc. de Comercio N° 31 Naciones Unidas,Secundario Común,Angel Justiniano Carranza 2045,PALERMO,102544.420822999993106,105540.244619000004604
Escuela Técnica Philips,Secundario Común,Delgado 977,COLEGIALES,100639.094142000001739,105807.926217999993241
Escuela Comunitaria Arlene Fern,Inicial Común - Primario Común,Arribeños 1300,PALERMO,101722.103365999995731,107093.279187000007369
Colegio del Sendero Infantina,Inicial Común,Adolfo P. Carranza 2123,PATERNAL,98830.403524400011520,103047.336412999997265
Jardín de Infantes Colmenitas,Inicial Común,Avda. Forest 516,CHACARITA,100857.546849000020302,104839.550258000002941
Inst. Beata Imelda,Inicial Común - Primario Común - Secundario Común,Andonaegui 2287,VILLA URQUIZA,97591.336428599999635,105822.452646999998251
Inst. Privado San Francisco Coll,Inicial Común - Primario Común - Secundario Común,Bauness 2635,VILLA URQUIZA,97576.921324900002219,106281.998013000003994
Inst. Hijas de Jesús,Secundario Común,Avda. Olazábal 3871,VILLA URQUIZA,99004.721682799994596,106722.680449999999837
Inst. Platerillo,Inicial Común - Primario Común,Terrada 3080,VILLA DEL PARQUE,97569.561990500005777,103255.897964999996475
Inst. Sta. María de Nazareth,Inicial Común - Primario Común - Secundario Común,Avda. Ricardo Balbín 4131,SAAVEDRA,97547.639907699995092,108305.777784999998403
Colegio Horacio Watson,Inicial Común - Primario Común - Secundario Común,Díaz Colodrero 2431,VILLA URQUIZA,97898.251562999997986,106242.871421999981976
Escuela Cristo Rey,Inicial Común - Primario Común,Quesada 5228,VILLA URQUIZA,97376.370279099995969,106727.461756000004243
Inst. Sagrada Familia,Inicial Común - Primario Común - Secundario Común,Blanco Encalada 5154,VILLA URQUIZA,97757.927748799993424,105973.609389999997802
Inst. Dulcísimo Nombre de Jesús,Inicial Común - Primario Común - Secundario Común,Avda. Crisólogo Larralde 4841,SAAVEDRA,97451.702160999993794,107682.931507999994210
Inst. Ntra. Sra. del Carmen,Inicial Común - Primario Común - Secundario Común,Cullen 5193,VILLA URQUIZA,97598.195821100001922,106258.780583999992814
Inst. Juan S. Gaynor,Inicial Común - Primario Común - Secundario Común,Estomba 1830,VILLA URQUIZA,99368.743418400001246,106275.673271000006935
Inst. Saint Jean,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Avda. Monroe 5352,VILLA URQUIZA,97603.591246100011631,105972.518265000006068
Colegio Parroquial Ntra. Sra. de la Anunciación,Inicial Común - Primario Común - Secundario Común,Barzana 2040,VILLA URQUIZA,97751.624779699995997,105497.106236000006902
Inst. Ceferino Namuncurá,Inicial Común - Primario Común - Secundario Común,Pacheco 2059,VILLA URQUIZA,98314.760909899981925,105950.312059999996563
Inst. San Patricio,Inicial Común - Primario Común - Secundario Común,Nahuel Huapi 4140,VILLA URQUIZA,98506.515894900003332,107098.093796999994083
Inst. San Vicente Pallotti,Inicial Común - Primario Común,Echeverría 3920,VILLA URQUIZA,99271.394217199995182,106421.382089000006090
Inst. Horizonte,Inicial Común - Primario Común,Estomba 2636,COGHLAN,98823.413045499997679,107077.401026000006823
Inst. Norbridge,Inicial Común - Primario Común - Secundario Común,Estomba 4052,SAAVEDRA,97901.672323000006145,108520.194965000002412
Inst. Nuevos Aires,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Galván 3256,VILLA URQUIZA,97578.547300399994128,107150.826195999994525
Inst. Educativo Duayén,Inicial Común - Primario Común - Secundario Común,Ballivián 2230,VILLA ORTUZAR,98942.355751600000076,105656.395866000006208
Inst. Sir Thomas Malory,Inicial Común - Primario Común,Avda. Congreso 4931,VILLA URQUIZA,97639.326757999995607,106774.708431999984896
Inst. ESBA - Villa Urquiza,Secundario de Jóvenes y Adultos - Superior No Universitario Común,Avda. Triunvirato 4671,VILLA URQUIZA,97869.898367600006168,106126.805678999997326
Inst. Superior de Enseñanza Intercambio,Superior No Universitario Común,Avda. Triunvirato 4654 1° piso,VILLA URQUIZA,97851.962711700020009,106100.602282000007108
Inst. Educativo Argentino Ntra Sra de Luján,Inicial Común - Primario Común - Secundario Común,Zamudio 5541,VILLA PUEYRREDON,96347.341616000005160,105958.505042000004323
Inst. Damasa Zelaya de Saavedra,Inicial Común - Primario Común - Secundario Común,Avda. Albarellos 2367,VILLA PUEYRREDON,96203.597762500008685,106188.237573999998858
Platerillo,Inicial Común,Avda. Nazca 4966,VILLA PUEYRREDON,96182.037939799993183,105058.933850000001257
Inst. Fasta San Vicente de Paul,Inicial Común - Primario Común - Secundario Común,Gabriela Mistral 3757,VILLA DEVOTO,95395.883497500006342,103966.125346000000718
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 18,Otros Servicios Educativos de la modalidad Común,Helguera 2435,VILLA DEL PARQUE,97607.199370999995153,102551.451704999999492
Centro Educativo Parroquia San José Santa Magdalena,Inicial Común - Primario Común - Secundario Común,Navarro 2517,AGRONOMIA,97418.716541799993138,104232.871731999999611
Inst. Ntra. Sra. del Huerto,Inicial Común - Primario Común - Secundario Común,Avda. Gral. Mosconi 3022,VILLA PUEYRREDON,96241.893957399995998,104696.949103000006289
Inst. Ntra. Sra. de Gracia y Buen Remedio,Inicial Común - Primario Común - Secundario Común,Vallejos 4746,VILLA DEVOTO,94407.158815999995568,103067.586160999999265
Inst. San José,Inicial Común - Primario Común - Secundario Común,Avda. San Martín 6832,VILLA DEVOTO,95644.585380599994096,104165.062581000005594
Inst. Mater Dolorosa,Inicial Común - Primario Común - Secundario Común,Mercedes 4734,VILLA DEVOTO,94974.201625400004559,103824.562418000001344
Inst. J. N. Bialik,Inicial Común - Primario Común,Avda. Gral. Mosconi 3845,VILLA DEVOTO,95224.560778099999879,103979.120941999994102
Colegio Episcopal de Buenos Aires,Secundario Común,José Cubas 3675,VILLA DEVOTO,95617.133119599995553,103877.950238000004902
Escuela de Enfermería del Htal. Sirio Libanés,Superior No Universitario Común,Avda. Gral. Mosconi 3356,VILLA DEVOTO,95912.244563000000198,104413.523044000001391
Escuela de Enfermería Helena Larroque de Roffo,Superior No Universitario Común,Avda. San Martín 5481,AGRONOMIA,97075.240062500000931,103653.683130999997957
Esc. Técnica N° 29 Reconquista de Buenos Aires,Secundario Común,Avda. Boedo 760,BOEDO,104260.258484999998473,100878.172136999986833
Esc. Primaria Común N° 01 Martín Fierro,Primario Común,Martín Fierro 5351,MONTE CASTRO,95306.076762199998484,100698.548137000005227
Jardín de Infantes Común N° 01/18° República Argentina,Inicial Común,Cervantes 1927,MONTE CASTRO,95749.093138299998827,100884.529582000002847
Inst. Politécnico Modelo,Secundario Común,Avda. de los Constituyentes 5880,VILLA PUEYRREDON,96200.595637100006570,106280.898583999980474
Aula Nueva,Inicial Común - Primario Común,Avda. Albarellos 2578,VILLA PUEYRREDON,96017.495419099999708,106008.337375999995857
Inst. Garabatos,Inicial Común,Pirán 6324,VILLA URQUIZA,96035.455582200011122,106495.498269999981858
Inst. Del Sol,Inicial Común,Terrada 4356,VILLA PUEYRREDON,96691.499601599993184,104595.235786999997799
Centro de Arte y Tecnología,Superior No Universitario Común,Franco 3057,VILLA PUEYRREDON,95794.095795700006420,105227.546790000007604
Inst. Secundario Cardenal Copello,Inicial Común - Primario Común - Secundario Común,Nueva York 3571,VILLA DEVOTO,95981.213759100006428,103654.288740999996662
Esc. Primaria Común N° 02 Alejandro Aguado,Primario Común,Cervantes 1911,MONTE CASTRO,95749.093138299998827,100884.529582000002847
Inst. Evangélico Americano,Inicial Común - Primario Común - Secundario Común,Simbrón 3160,VILLA DEL PARQUE,96938.219885200000135,103351.479942000005394
Inst. San José de Villa del Parque,Inicial Común - Primario Común - Secundario Común,Pedro Lozano 3151,VILLA DEL PARQUE,97071.076282599999104,103203.026558000012301
Inst. Santísima Virgen Niña,Inicial Común - Primario Común - Secundario Común,Cuenca 2651,VILLA DEL PARQUE,97295.200723500005552,102729.464863000001060
Inst. Ntra. Sra. de la Misericordia,Inicial Común - Primario Común - Secundario Común,Asunción 3780,VILLA DEVOTO,95810.528462300004321,103366.417778999995789
Inst. San Rafael,Inicial Común - Primario Común - Secundario Común,Simbrón 5275,VILLA DEVOTO,94596.225456400003168,101535.946536000003107
Villa Devoto School,Inicial Común - Primario Común - Secundario Común,Pedro Morán 4441,VILLA DEVOTO,95128.171996899996884,102774.258776999995462
Hogar San Rafael,Inicial Común - Primario Común - Primario de Jóvenes y Adultos,Cnel. Pedro Calderón de la Barca 3056,VILLA DEVOTO,94506.937596999996458,101750.402627000003122
Escuela Cristiana Evangélica Argentina,Inicial Común - Primario Común - Secundario Común,Irigoyen 2150,VILLA REAL,94209.064226300004520,100909.594246000007843
Inst. Modelo de Enseñanza Privada,Inicial Común - Primario Común - Secundario Común,Simbrón 5490,VILLA REAL,94390.596284600003855,101273.544949999995879
Centro Educativo Complementario de Natación N° 18,Otros Servicios Educativos de la modalidad Común,Avda. Alvarez Jonte 5081,MONTE CASTRO,95749.093138299998827,100884.529582000002847
Inst. Argentino Hebreo Marc Chagall,Inicial Común - Primario Común,Avda. Alvarez Jonte 4896,MONTE CASTRO,95955.073222299994086,101029.733095000003232
Inst. Juan Amos Comenio,Superior No Universitario Común,Tinogasta 5824,VILLA REAL,94209.064226300004520,100909.594246000007843
Nuevos Rumbos,Inicial Común - Primario Común,Charcas 2845,RECOLETA,104747.118262999996659,103622.762121000007028
Inst. Cuenta Cuentos,Inicial Común,Gualeguaychú 3502,VILLA DEVOTO,95461.832360900007188,102926.843856999999844
Colegio Evangélico Villa Devoto,Secundario Común - Superior No Universitario Común,Gualeguaychú 3152,VILLA DEVOTO,95713.614067100003012,102589.943476999993436
Escuela del Mirador,Primario Común - Secundario Común,Fernández de Enciso 3565,VILLA DEVOTO,95359.334336700005224,102629.861185999994632
Colegio Nuevo Pensar,Inicial Común - Primario Común - Secundario Común,Nogoyá 2620,VILLA DEL PARQUE,97799.841395199997351,103294.018333999993047
Centro Educativo Buenos Aires,Inicial Común - Primario Común - Secundario Común,Pedro Lozano 2730,VILLA DEL PARQUE,97534.513015499993344,103506.729181999995490
Inst. Cristiano Evangélico Devoto,Inicial Común - Primario Común,Avda. Salvador María del Carril 5073,VILLA DEVOTO,94171.553374099996290,102404.214135000001988
Jardín de Infantes Nucleado A (EPCjs 03/18°) [Sede] La Calesita de Don José,Inicial Común,Avda. Alvarez Jonte 4651,MONTE CASTRO,96201.115795299992897,101212.510565000004135
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 04,Otros Servicios Educativos de la modalidad Común,Angel Justiniano Carranza 2045,PALERMO,102544.420822999993106,105540.244619000004604
Colegio del Trébol,Inicial Común - Primario Común,Baigorria 3054,VILLA DEL PARQUE,97433.292444599996088,102888.152080999992904
Jardín de los Manzanos,Inicial Común,Asunción 3178,AGRONOMIA,96550.387247699996806,103922.573057999994489
Lima Limón,Inicial Común,Gral. César Díaz 2441,VILLA GRAL. MITRE,99026.270075599997654,102044.718051999996533
Inst. Espíritu Santo,Inicial Común - Primario Común - Secundario Común,Avda. Avellaneda 4455,VELEZ SARSFIELD,97584.080374099998153,99730.452353500004392
Inst. San Cayetano,Inicial Común - Primario Común - Secundario Común,Cuzco 176,LINIERS,94009.016558199989959,99092.046968900016509
Inst. Ntra. Sra. del Buen y Perpetuo Socorro,Inicial Común - Primario Común - Secundario Común,Irigoyen 1143,VILLA LURO,95250.045889300003182,99991.550404599998728
Inst. Cristo Rey,Inicial Común - Primario Común - Secundario Común,Avda. Juan B. Justo 7525,VELEZ SARSFIELD,97000.488776099999086,100002.068050999994739
Escuela Modelo D. F. Sarmiento,Inicial Común - Primario Común - Secundario Común,Avda. Rivadavia 9441,VILLA LURO,96839.043062199998531,99196.765070699999342
Esc. Técnica N° 02 Osvaldo Magnasco,Secundario Común,Avda. Santa Fe 3727,PALERMO,104268.431072000006679,104984.172145999997156
Inst. Santísimo Sacramento,Inicial Común - Primario Común - Secundario Común,Bacacay 4896,VELEZ SARSFIELD,97002.787267499996233,99451.145677399996202
Inst. San Pedro,Inicial Común - Primario Común - Secundario Común,Bermúdez 2052,MONTE CASTRO,95721.101961599997594,101108.530790999997407
Inst. San Ramón Nonato,Inicial Común - Primario Común - Secundario Común,Cervantes 1168,VELEZ SARSFIELD,96453.077903299999889,100195.499962999994750
Inst. Juan Bautista Berthier,Inicial Común - Primario Común - Secundario Común,Bacacay 4747,VELEZ SARSFIELD,97192.529466599997249,99506.266136000005645
Inst. Ntra. Sra. de Monserrat,Inicial Común - Primario Común,Avda. Belgrano 1344,MONTSERRAT,107099.899355000001378,101791.467355999993742
Inst. San Rafael (niñas),Inicial Común - Primario Común - Secundario Común,Benito Juárez 2159,MONTE CASTRO,96174.415668700006790,101116.174666999999317
Inst. Cristo Maestro,Inicial Común - Primario Común - Secundario Común,Dr. Alejandro Korn 4285,FLORESTA,96955.535992000004626,101077.983498999994481
Escuela Cristiana de la Puerta Abierta,Inicial Común - Primario Común - Secundario Común,Santo Tomé 5130,MONTE CASTRO,95432.127781100018183,101080.124041999995825
Valle Grande,Inicial Común - Primario Común,Arregui 5028,MONTE CASTRO,95649.101227100007236,101123.533832999994047
Inst. Nuevo Sol de Educación Integral,Inicial Común,Avda. Lope de Vega 80,VILLA LURO,96603.890849300005357,99207.449613899982069
Colegio Nuevos Ayres,Inicial Común - Primario Común,Bahia Blanca 2246,MONTE CASTRO,96724.633167499996489,101804.349165999999968
Inst. Nueva Pompeya,Inicial Común - Primario Común - Secundario Común,Fournier 3157,NUEVA POMPEYA,104100.180783999996493,97465.168731300000218
Inst. San Antonio de Padua,Inicial Común - Primario Común - Secundario Común,Avda. Tilcara 3178,NUEVA POMPEYA,104030.702556000003824,97421.102825099995243
Inst. Cristo Obrero,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Avda. Lafuente 3242,VILLA SOLDATI,102238.027082000000519,96305.256439999997383
Inst. Ntra. Sra. de Fátima,Inicial Común - Primario Común - Secundario Común - Primario Adultos - Secundario Jóvenes y Adultos,Portela 2750,VILLA SOLDATI,101391.910203000006732,96718.308077900001081
Inst. Ntra. Sra. de las Gracias,Inicial Común - Primario Común - Secundario Común,Cóndor 2150,VILLA SOLDATI,103085.068891000002623,96908.220913099998143
Inst. Isaac Bakchellian,Inicial Común - Primario Común,Corrales 2527,VILLA SOLDATI,102557.711557000002358,96874.215137599996524
Inst. Ntra. Sra. de Fátima,Primario Común - Secundario Común,Pergamino 2882,VILLA SOLDATI,101391.910203000006732,96718.308077900001081
Inst. San Judas Tadeo,Inicial Común - Primario Común - Secundario Común,Somellera 1720,PARQUE CHACABUCO,102437.890492000005906,98418.428604100001394
Inst. San José,Inicial Común - Primario Común - Secundario Común,Avda. Emilio Castro 6351,LINIERS,95545.021890699994401,97768.217950499994913
Inst. Sagrada Familia,Inicial Común - Primario Común - Secundario Común,Cosquín 4951,VILLA RIACHUELO,98956.626111200006562,93596.281919800007017
Inst. María Ana Mogas,Inicial Común - Primario Común - Secundario Común,Guaminí 1850,MATADEROS,95238.490052299996023,96824.152486399994814
Inst. Ntra. Sra. de Luján de los Patriotas,Inicial Común - Primario Común - Secundario Común,Avda. Emilio Castro 7142,MATADEROS,94885.885494100002688,97352.608355799995479
Inst. Ntra. Sra. de la Paz,Inicial Común - Primario Común - Secundario Común,Avda. Piedra Buena 3595,VILLA LUGANO,97353.191199900014908,95019.092846600018675
Inst. Megly,Inicial Común - Primario Común - Secundario Común,Pilar 1627 / 57,MATADEROS,95848.939495900005568,97180.524829300004058
Inst. San Cosme y San Damián,Inicial Común - Primario Común - Secundario Común - Secundario Jóvenes y Adultos,Ulrico Schmidl 7432,MATADEROS,94880.785172199990484,96947.068892700001015
Inst. Don Orione,Inicial Común - Primario Común - Secundario Común,Avda. Piedra Buena 3848,VILLA LUGANO,97763.407695600006264,94620.969546799999080
Instituto Evangelico de Nueva Chicago,Inicial Común - Primario Común,Tapalqué 6458,MATADEROS,96086.909625600004802,96889.211275900001056
Inst. Ntra. Sra. de las Nieves,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Ventura Bosch 6662,LINIERS,94727.975657500006491,98561.572162299999036
Inst. San Felipe Neri,Inicial Común - Primario Común - Secundario Común,Andalgalá 2264,MATADEROS,95953.724303499999223,96404.777608400007011
Inst. Madre del Buen Consejo,Inicial Común - Primario Común - Secundario Común,Avda. de los Corrales 7351,MATADEROS,95934.555686399995466,95744.128912800006219
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 07,Otros Servicios Educativos de la modalidad Común,Jean Jaurés 870,BALVANERA,105052.374033000000054,103264.139045000003534
Inst. Leopoldo Marechal,Inicial Común - Primario Común - Secundario Común,Justo Suárez 7354,MATADEROS,96327.888469800003804,95552.150326899994980
