Nombre,Nivel,Domicilio,Barrio,point_x,point_y
Esc. Primaria Común N° 09 Dr. Jose Benjamin Zubiaur,Primario Común,Carlos Berg 3460,VILLA SOLDATI,103175.055789000005461,96554.217125800001668
Escuela Infantil N° 06/19°,Inicial Común,Cnel. Martiniano Chilavert 1935,FLORES,102734.235790000006091,97955.609335600005579
Esc. Primaria Común N° 16 Wenceslao Posse,Primario Común,Juncal 3131,PALERMO,104947.440184000006411,104887.143632999999681
Esc. de Educacion Media N° 03/19°,Secundario Común,Agustín de Vedia 2519,FLORES,102734.235790000006091,97955.609335600005579
Esc. Primaria Común N° 02 Florencio Varela,Primario Común,Caracas 10,FLORES,100115.816997000001720,100156.345874999999069
Esc. de Educacion Media N° 02/19° Arturo Jauretche,Secundario Común,Martínez Castro 3067,VILLA SOLDATI,101259.011301000005915,96382.297601600002963
Escuela Infantil La Casita de Any,Inicial Común,Quesada 2876,NUÑEZ,99535.921164800005499,108084.193943999998737
Escuela Infantil N° 05/18°,Inicial Común,Arregui 4430,MONTE CASTRO,96280.965365199997905,101564.197987000006833
Inst. Sta. Catalina de Belgrano,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Carbajal 3250,BELGRANO,100190.377835999999661,106436.637537000002339
Inst. Mekhitarista,Inicial Común - Primario Común - Secundario Común,Virrey del Pino 3511,BELGRANO,99789.085528399999021,106332.062755000006291
Inst. de Enseñanza Primaria Gral. San Martín,Inicial Común - Primario Común,Cuba 3302,NUÑEZ,99825.715373200000613,108823.979980000003707
Inst. Sta. María de los Angeles,Inicial Común - Primario Común - Secundario Común,Manuela Pedraza 3950,COGHLAN,98392.655501800007187,107811.809343999993871
Esc. Primaria Común N° 03 Primera Junta,Primario Común,Avda. Rivadavia 4817,CABALLITO,102677.256554999999935,101566.238637000002200
Jardín de Infantes Común N° 03/07° La Porteña,Inicial Común,Yerbal 1548,CABALLITO,101046.184213000000454,100600.307104999999865
Esc. Primaria Común N° 04 Presidente Dr. Arturo Umberto Illia,Primario Común,Avda. Rivadavia 6065,CABALLITO,101046.184213000000454,100600.307104999999865
Jardín de Infantes Nucleado C (EPCjc 05/07°),Inicial Común,Manuel Ricardo Trelles 948,FLORES,100234.208186000003479,101545.341262999994797
Esc. Primaria Común N° 05 Juan B. Peña,Primario Común,Manuel Ricardo Trelles 948,FLORES,100234.208186000003479,101545.341262999994797
Esc. de Música N° 04,Otros Servicios Educativos de la modalidad Común,Portela 3150,VILLA SOLDATI,101819.023514000000432,96413.274008599997615
Esc. Primaria Común N° 06 Delfín Jijena,Primario Común,Olaya 1565,VILLA CRESPO,101503.292667999994592,102971.288079000005382
Jardín de Infantes Común N° 04/07°,Inicial Común,Espinosa 1243,CABALLITO,100906.101202999998350,102284.464519000001019
Esc. Primaria Común N° 08 Provincia de San Juan,Primario Común,Cnel. Apolinario Figueroa 1077,CABALLITO,100906.101202999998350,102284.464519000001019
Jardín de Infantes Nucleado C (EPCjc 09/07°),Inicial Común,Sánchez 1858,VILLA GRAL. MITRE,99721.238866400002735,102514.362961999999243
Esc. Primaria Común N° 09 Japón,Primario Común,Sánchez 1858,VILLA GRAL. MITRE,99721.238866400002735,102514.362961999999243
Jardín de Infantes Nucleado D (EPCjc 11/07°),Inicial Común,Nicasio Oroño 1431,CABALLITO,100417.243899999986752,102311.333631999994395
Esc. Primaria Común N° 11 José Ignacio Gorriti,Primario Común,Nicasio Oroño 1431,CABALLITO,100417.243899999986752,102311.333631999994395
Jardín de Infantes Nucleado C (EPCjc 12/07°) [Sede],Inicial Común,Franklin 1836,FLORES,100185.209021000002394,101588.343343999993522
Esc. Primaria Común N° 12 Facundo Zuviria,Primario Común,Franklin 1836,FLORES,100185.209021000002394,101588.343343999993522
Centro Educativo Complementario de Idiomas Extranjeros N° 07,Otros Servicios Educativos de la modalidad Común,Franklin 1836,FLORES,100185.209021000002394,101588.343343999993522
Jardín de Infantes Nucleado C (EPCjs 13/07°),Inicial Común,Galicia 1857,VILLA GRAL. MITRE,99958.222253900006763,102007.352900000012596
Esc. Primaria Común N° 13 Leopoldo Marechal,Primario Común,Galicia 1857,VILLA GRAL. MITRE,99958.222253900006763,102007.352900000012596
Esc. Primaria Común N° 14 Dr. Ernesto E. Padilla,Primario Común,Felipe Vallese 835,CABALLITO,101581.247558999995817,101859.284723000004306
Jardín de Infantes Nucleado B (EPCjc 15/07°) La Veleta de Caballito,Inicial Común,Dr. Eleodoro Lobos 437,CABALLITO,102428.264557999995304,101871.249194000003627
Esc. Primaria Común N° 15 Gral. José Gervasio de Artigas,Primario Común,Dr. Eleodoro Lobos 437,CABALLITO,102428.264557999995304,101871.249194000003627
Jardín de Infantes Integral N° 06/07°,Inicial Común,Luis Viale 676,VILLA CRESPO,101267.271823000017321,102582.298009999998612
Esc. Primaria Común N° 16 Andrés Ferreyra,Primario Común,Cnel. Apolinario Figueroa 661,VILLA CRESPO,101267.271823000017321,102582.298009999998612
Escuela Infantil N° 08/01°,Inicial Común,Avda. Gral. Las Heras 2670,RECOLETA,105720.034637000004295,104975.897150999997393
Esc. Primaria Común N° 18 José Hernández,Primario Común,La Pampa 3855,VILLA URQUIZA,99449.391916299995501,106283.374645999996574
Jardín de Infantes Nucleado A (EPCjc 17/07°),Inicial Común,Julián Alvarez 240,VILLA CRESPO,102250.805869999996503,103097.766361000001780
Esc. Primaria Común N° 17 Francisco de Vitoria,Primario Común,Julián Alvarez 240,VILLA CRESPO,102250.805869999996503,103097.766361000001780
Esc. Primaria Común N° 24 Virgen Generala,Primario Común,José Juan Biedma 459,CABALLITO,100900.204958000002080,101160.313280999995186
Esc. Primaria Común N° 25 República de Guatemala,Primario Común,Méndez de Andés 1451,CABALLITO,100745.209623999980977,101344.319778000004590
Jardín de Infantes Común N° 02/07° Prof. Marina Margarita Ravioli,Inicial Común,Campichuelo 100,CABALLITO,102677.256554999999935,101566.238637000002200
Jardín Maternal N° 05/07° Jacarandá,Inicial Común,Juan B. Ambrosetti 699,CABALLITO,102248.272370000006049,102141.256752000001143
Jardín de Infantes Integral N° 01/07° Andres Ferreyra,Inicial Común,Eduardo Acevedo 609,CABALLITO,102737.290378999998211,102344.236180000007153
Colegio N° 17 Primera Junta,Secundario Común,Avda. Rivadavia 5161,CABALLITO,102214.231643000006443,101187.258093999989796
Esc. de Comercio N° 23 Dr. Luis Agote,Secundario Común,Avda. Rivadavia 5161,CABALLITO,102214.231643000006443,101187.258093999989796
Primera Infancia Chile,Otros Servicios Educativos de la modalidad Común,Chile 1626,MONTSERRAT,106713.329070000007050,101424.069077999985893
Esc. Primaria Común N° 22 Juana Azurduy,Primario Común,Mom 2358,NUEVA POMPEYA,102769.115458000000217,98163.234376599997631
Esc. Técnica N° 09 Ing. Luis A. Huergo,Secundario Común,Gral. Martín de Gainza 1050,CABALLITO,101468.265094999995199,102330.289464000001317
Primera Infancia Luz de Luna,Otros Servicios Educativos de la modalidad Común,Gallardo 149,LINIERS,94408.225087700004224,99112.911047200002940
Esc. Superior de Comercio N° 03 Hipólito Vieytes,Secundario Común - Secundario de Jóvenes y Adultos,Avda. Gaona 1502,CABALLITO,101168.254852000012761,102225.302070000005187
Jardín de Infantes Común N° 04/01° Cinco Esquinas,Inicial Común,Avda. Pte. Manuel Quintana 7,RETIRO,107142.451992999995127,104152.051370999994106
Esc. Superior de Enfermería Dra. Cecilia Grierson sede,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Juan B. Ambrosetti 601,CABALLITO,102266.269629000002169,102068.255986999996821
Centro de Formación Profesional N° 16 (sede) - SGBATOS,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Bogotá 115,CABALLITO,102710.148339000006672,101855.083524999980000
Centro de Formación Profesional N° 17 Ing. Cesar M. Polledo - UOCRA,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Rawson 42,ALMAGRO,103412.872455999997328,101907.316714000000502
Escuela Infantil N° 11/20°,Inicial Común,Zuviría 6620,VILLA LUGANO,97317.721704099996714,95011.605775300005917
Esc. Primaria Común N° 01 Chacabuco,Primario Común,Avda. Eva Perón 1502,PARQUE CHACABUCO,101575.150714000003063,99555.284757400004310
Esc. Primaria Común N° 02 Tomás Santa Coloma,Primario Común,Santander 1150,PARQUE CHACABUCO,102436.158511999994516,99344.248539199994411
Jardín de Infantes Nucleado A (EPCjc 20/11°) [Sede] Baldomero Fernández Moreno,Inicial Común,Baldomero Fernández Moreno 3652,PARQUE AVELLANEDA,99402.054606100005913,98274.375817299995106
Esc. Primaria Común N° 20 Antonio Alice,Primario Común,Baldomero Fernández Moreno 3652,PARQUE AVELLANEDA,99402.054606100005913,98274.375817299995106
Jardín de Infantes Nucleado A (EPCjs 21/11°)  Baldomero Fernández Moreno,Inicial Común,Mariano Acosta 1071,PARQUE AVELLANEDA,99166.063057799998205,98585.385718100005761
Esc. Primaria Común N° 21 Maria Sklodowska de Curie,Primario Común,Mariano Acosta 1071,PARQUE AVELLANEDA,99166.063057799998205,98585.385718100005761
Jardín de Infantes Integral N° 02/15° Juan M. Coghlan,Inicial Común,Tronador 2861,COGHLAN,98537.414097300003050,107234.413000000000466
Esc. Primaria Común N° 15 Manuel Antonio Acevedo,Primario Común,Tronador 2861,COGHLAN,98537.414097300003050,107234.413000000000466
Jardín de Infantes Común N° 01/13°,Inicial Común,Olíden 2855,VILLA LUGANO,97532.926288000002387,96086.454039799995371
Esc. Primaria Común N° 16 Ejército de Los Andes,Primario Común,Avda. Triunvirato 4247,VILLA URQUIZA,98357.348503200002597,105754.420498000006774
Jardín de Infantes Nucleado A (EPCjs 17/15°),Inicial Común,José Pascual Tamborini 5324,VILLA URQUIZA,97109.371831800002838,106888.473020999997971
Esc. Primaria Común N° 17 Gauchos de Güemes,Primario Común,José Pascual Tamborini 5324,VILLA URQUIZA,97109.371831800002838,106888.473020999997971
Jardín de Infantes Nucleado C (EPCjs 18/15°),Inicial Común,Arias 4763,SAAVEDRA,97007.129641299994546,108606.254421000005095
Esc. Primaria Común N° 18 Juan B. Terán,Primario Común,Arias 4763,SAAVEDRA,97007.129641299994546,108606.254421000005095
Jardín de Infantes Común N° 01/15°,Inicial Común,Rogelio Yrurtia 5806,SAAVEDRA,96371.894967400003225,107362.996622999999090
Esc. Primaria Común N° 21 Lic. Justo José Nuñez,Primario Común,Mariano Acha 2250,VILLA URQUIZA,98660.380173900004593,106368.407781999994768
Esc. Primaria Común N° 22 Felix de Azara,Primario Común,José Pascual Tamborini 3948,COGHLAN,98400.428628299981938,107642.418787999995402
Esc. Técnica N° 05 María de los Remedios de Escalada de San Martin,Secundario Común,Avda. Juan Bautista Alberdi 1845,FLORES,100720.156870999999228,100098.320651000001817
Escuela Infantil N° 04/11°,Inicial Común,Varela 1425,FLORES,100836.674987999998848,98369.488488899994991
Esc. Técnica N° 18 José Antonio Alvarez Condarco,Secundario Común,Avda. Carabobo 286,FLORES,100726.150924000001396,99954.320464899996296
Liceo N° 05 Pascual Guaglianone,Secundario Común,Avda. Carabobo 286,FLORES,100726.150924000001396,99954.320464899996296
Esc. de Comercio N° 21 Cap. de Navío Hipólito Bouchard,Secundario Común - Secundario de Jóvenes y Adultos,Pumacahua 390,FLORES,100874.150462999998126,99876.314184699978796
Escuela Infantil N° 11/05° (a),Inicial Común,Los Patos 3042,PARQUE PATRICIOS,105239.838411999997334,98707.230288599996129
Escuela Terciaria de Estudios Radiofónicos,Superior No Universitario Común,Acevedo 262,VILLA CRESPO,101872.531627000003937,103383.218869000018458
Inst. Superior de Psicologia Social,Superior No Universitario Común,Yerbal 1755,FLORES,100663.667088999995030,100553.635840000002645
Inst. Jardín Amapola,Inicial Común,Jorge Luis Borges 1791,PALERMO,103158.658712999997078,104670.645306000005803
Jardín de Infantes Nucleado A (EPCjc 05/12°),Inicial Común,Gral. José Gervasio de Artigas 878,FLORES,99518.170805700006895,100987.371236000006320
Jardín de Infantes Nucleado B (EPCjs 25/12°),Inicial Común,Remedios de Escalada de San Martín 2986,VILLA SANTA RITA,98486.172409799997695,101503.414705999995931
Jardín de Infantes Nucleado B (EPCjc 08/14°),Inicial Común,Avda. Jorge Newbery 4436,CHACARITA,100771.328018000000156,104151.318975999995018
Formación de Ciencias Empresariales,Superior No Universitario Común,Avda. Crámer 450,COLEGIALES,101647.410724999994272,106050.262537000016891
Inst. Superior Letras Eduardo Mallea,Superior No Universitario Común,Virrey Arredondo 2416,COLEGIALES,101108.169202000004589,106926.380688000004739
Colegio de la Ciudad,Secundario Común,Moldes 1825,BELGRANO,100508.524439000000712,107048.570269999981974
Inst. Manuel Belgrano,Inicial Común - Primario Común - Secundario Común,Cuba 1754,BELGRANO,100979.462878999998793,107261.763923999998951
Inst. Ntra. Sra. del Sagrado Corazón,Inicial Común - Primario Común - Secundario Común,Avda. Crámer 2370,BELGRANO,99910.247833600005833,107469.352650000000722
Belgrano Day School,Inicial Común - Primario Común - Secundario Común,Juramento 3035,BELGRANO,99994.844697499996983,107124.724004000003333
Inst. 9 de Julio,Secundario Común,Constitución 3156,SAN CRISTOBAL,104872.028682000003755,100239.617264999993495
Escuela Infantil N° 06/10° Madre Eufrasia Iaconis,Inicial Común,Blanco Encalada 3471,BELGRANO,99312.440048100004788,107104.411240999994334
Buenos Aires English High School,Inicial Común - Primario Común,Avda. Melián 1880,BELGRANO,99717.433909800005495,106554.190614000006462
Inst. Ntra. Sra. del Rosario,Inicial Común - Primario Común - Secundario Común,Ciudad de la Paz 1839,BELGRANO,100664.453007999996771,107177.323701000001165
Esc. Primaria Común N° 21 Rompehielos Gral. San Martin,Primario Común,Santo Tomé 2836,VILLA DEL PARQUE,97846.214145899997675,102793.441722999996273
Inst. San Francisco de Asís,Inicial Común - Primario Común - Secundario Común,Avda. Crisólogo Larralde 2551,SAAVEDRA,99348.778782900000806,108874.180221999995410
Inst. Sta. Margarita,Inicial Común - Primario Común - Secundario Común,Mcal. Antonio José de Sucre 3668,BELGRANO,99569.792789399987669,106477.467566000006627
Inst. Incorporado Patrocinio de San José,Inicial Común - Primario Común - Secundario Común,Conesa 1846,BELGRANO,100211.962744999997085,106866.351620999994338
Inst. Sta. Ana y San Joaquín,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Avda. Olazábal 1440,BELGRANO,101294.514246999999159,108342.297317999997176
Esc. Primaria Común N° 18 Provincia de Tierra del Fuego,Primario Común,Julio S. Dantas 3260,VILLA SANTA RITA,97665.180510899997898,102075.449250999998185
Jardín de Infantes Integral N° 03/17° El Jardín del Boulevard,Inicial Común,Avda. Salvador María del Carril 4935,VILLA DEVOTO,94385.138279100006912,102588.587039999998524
Esc. Primaria Común N° 19 Bartolina Sisa,Primario Común,Avda. Salvador María del Carril 4957,VILLA DEVOTO,94385.138279100006912,102588.587039999998524
Esc. Primaria Común N° 20 Pedro Medrano,Primario Común,Nueva York 4713,VILLA DEVOTO,94699.148814700005460,102694.573858000017935
Jardín de Infantes Nucleado A (EPCjs 21/17°) Alicia Moreau de Justo,Inicial Común,Santo Tomé 2836,VILLA DEL PARQUE,97846.214145899997675,102793.441722999996273
Jardín de Infantes Nucleado D (EPCjs 22/17°) Victoria Ocampo,Inicial Común,Tinogasta 5046,VILLA DEVOTO,94960.113396800006740,101731.562799000006635
Esc. Primaria Común N° 23 Abel Ayerza,Primario Común,Avda. Salvador María del Carril 3650,VILLA DEVOTO,95841.210358900003484,103631.526022000005469
Centro Educativo Complementario de Idiomas Extranjeros N° 17,Otros Servicios Educativos de la modalidad Común,Avda. Salvador María del Carril 3650,VILLA DEVOTO,95841.210358900003484,103631.526022000005469
Jardín de Infantes Nucleado D (EPCjs 24/17°) Victoria Ocampo,Inicial Común,Bahía Blanca 2535,MONTE CASTRO,96496.161042099993210,102155.498273000004701
Esc. Primaria Común N° 24 Presidente Dr. Roberto Mario Ortiz,Primario Común,Bahía Blanca 2535,MONTE CASTRO,96496.161042099993210,102155.498273000004701
Esc. de Comercio N° 11 Dr. José Peralta,Secundario Común - Secundario de Jóvenes y Adultos,Pedro Lozano 4250,VILLA DEVOTO,95982.160482000006596,102379.519979999997304
Esc. Técnica N° 16 España,Secundario Común,Concordia 3555,VILLA DEVOTO,96356.208458099994459,103348.504372999988846
Esc. Técnica N° 24 Defensa de Buenos Aires,Secundario Común,Ricardo Gutiérrez 3246,VILLA DEL PARQUE,96972.209414900004049,103085.478478999997606
Esc. de Educacion Media N° 03/17° Antonio Devoto,Secundario Común,Mercedes 4002,VILLA DEVOTO,95413.185215400008019,103230.543879999997444
Esc. de Educacion Media N° 02/17° Rumania,Secundario Común,Manuel Porcel de Peralta 1437,VILLA REAL,93922.057628399998066,100884.606274999998277
Esc. Primaria Común N° 19 Caja Nacional de Ahorro y Seguro,Primario Común,Albariño 2062,MATADEROS,97670.967615700006718,97006.448358299996471
Jardín de Infantes Nucleado A (EPCjc 10/14°),Inicial Común,Espinosa 2547,PATERNAL,99536.264371800003573,103205.370716000004904
Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (sede),Primario Común - Secundario Común - Superior No Universitario Común,Lascano 3840,VILLA DEL PARQUE,96953.157099499992910,101847.479149999999208
Esc. de Coro y Orquesta Athos Palma,Otros Servicios Educativos de la modalidad Común,Cátulo Castillo 2750,PARQUE PATRICIOS,105550.229082000005292,99580.117812099982984
Esc. Primaria Común N° 14 Dr. Vicente Carmelo Gallo,Primario Común,Deheza 4728,SAAVEDRA,96993.445065599997179,108683.477977999995346
Inst. La Salette,Inicial Común - Primario Común - Secundario Común,Roque Pérez 4334,SAAVEDRA,98101.478342600006727,108964.431473999997252
Jardín de Infantes Nucleado C (EPCjs 18/01°) (Sede),Inicial Común,Avda. Gral. Las Heras 3086,RECOLETA,105265.455281000002287,105101.130306999999448
Jardín de Infantes Integral N° 04/03° El Jardín del Manzano,Inicial Común,México 1627,MONTSERRAT,106720.379264000002877,101575.677536000002874
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 01,Otros Servicios Educativos de la modalidad Común,Avda. Gral. Las Heras 3084,RECOLETA,105265.455281000002287,105101.130306999999448
Jardín de Infantes Nucleado C (EPCjc 21/01°),Inicial Común,Ayacucho 1849,RECOLETA,106636.458162000009906,104533.072656999982428
Colegio N° 18 Dr. Alberto Larroque,Secundario Común,Morón 4149,FLORESTA,97731.157177600005525,100211.381628999995883
Esc. de Educación Media N° 03/10°,Secundario Común,Avda. Miguel Sanchez 1050,NUÑEZ,100908.566684000004898,109770.313609000004362
Jardín de Infantes Integral N° 04/14,Inicial Común,Avda. de los Constituyentes 3100,AGRONOMIA,98556.289778299993486,104265.412075000000186
Esc. Primaria Común N° 21 Angel Gallardo,Primario Común,Ayacucho 1849,RECOLETA,106636.458162000009906,104533.072656999982428
Esc. Primaria Común N° 04 Enrique Banchs - Inst. F. F. Bernasconi,Primario Común,Rondeau 2751,PARQUE PATRICIOS,105550.229082000005292,99580.117812099982984
Esc. Primaria Común N° 01 Dr. Carlos Saavedra Lamas - Inst. F. F. Bernasconi,Primario Común,Cátulo Castillo 2750 3° piso,PARQUE PATRICIOS,105550.229082000005292,99580.117812099982984
Esc. Primaria Común N° 02 Dr. Rafael Bielsa - Inst. F. F. Bernasconi,Primario Común,Catamarca 2099,PARQUE PATRICIOS,105550.229082000005292,99580.117812099982984
Esc. Primaria Común N° 25 Paula Albarracín de Sarmiento,Primario Común,Tarija 4136,BOEDO,103684.209615999992820,99982.196195600001374
Esc. Primaria Común N° 26 República de Colombia,Primario Común,Avda. Juan de Garay 3972,BOEDO,103902.203708000000915,99741.186994799994864
Esc. de Comercio N° 22 Gustavo Adolfo Martínez Zuviría,Secundario Común,Constitución 4154,BOEDO,103646.212712999986252,100073.197771999999532
Escuela Infantil N° 06/06° ex H° Ramos Mejía,Inicial Común,Catamarca s/n y Avda. Belgrano,BALVANERA,105194.941068000000087,101702.504436999995960
Jardín de Infantes Integral N° 01/06°,Inicial Común,Humberto I° 2861,SAN CRISTOBAL,105260.273237999994308,100766.130076999994344
Jardín de Infantes Nucleado C (EPCjs 18/07°),Inicial Común,Alejandro Magariños Cervantes 1556,VILLA GRAL. MITRE,99977.251256000003195,102691.352197000000160
Jardín de Infantes Nucleado C (EPCjc 12/15°) [Sede],Inicial Común,Valdenegro 3525,SAAVEDRA,97471.295385200006422,107541.347385999994003
Esc. Primaria Común N° 12 España,Primario Común,Valdenegro 3525,SAAVEDRA,97471.295385200006422,107541.347385999994003
Esc. Primaria Común N° 13 Dr. Ignacio Lucas Albarracín,Primario Común,Mariano Acha 4452,SAAVEDRA,97214.443373700007214,108542.468670000002021
Jardín de Infantes Nucleado C (EPCjc 14/15°),Inicial Común,Deheza 4728,SAAVEDRA,96993.445065599997179,108683.477977999995346
Esc. Primaria Común N° 24 Francisco Morazán,Primario Común,Dr. Pedro Ignacio Rivera 4221,VILLA URQUIZA,98481.193227399999159,106961.339183000003686
Esc. Primaria Común N° 26 José Mármol,Primario Común,Carbajal 4019,VILLA ORTUZAR,99394.373197399996570,105863.376980999993975
Esc. Primaria Común N° 27 Petronila Rodríguez,Primario Común,Andonaegui 1532,PARQUE CHAS,98223.312951100000646,104970.426038999983575
Jardín Maternal Mi Pequeño Mundo,Otros Servicios Educativos de la modalidad Común,Avda. Leandro N. Alem 719,SAN NICOLAS,108443.564341999997851,103372.352291999995941
Colegio N° 12 Reconquista,Secundario Común,Avda. Triunvirato 4992,VILLA URQUIZA,97594.358160000003409,106337.452575000002980
Liceo N° 11 Cornelio Saavedra,Secundario Común,Avda. Triunvirato 4992,VILLA URQUIZA,97594.358160000003409,106337.452575000002980
Esc. de Comercio N° 15 Dra. Cecilia Grierson,Secundario Común,Valdenegro 3523,SAAVEDRA,97487.832581700000446,107521.503133999998681
Esc. Primaria Común N° 02 Fray Cayetano Rodriguez,Primario Común,Chile 1670,MONTSERRAT,106673.328183999998146,101422.070833000005223
Centro de Formación Profesional N° 03 Presidente Juan Domingo Perón - UOCRA,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Humberto I° 2260,SAN CRISTOBAL,105973.800612000006367,100859.416402000002563
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 25,Otros Servicios Educativos de la modalidad Común,Fonrouge 711,LINIERS,95889.062601700003142,98215.922575200005667
Inst. Sup. Tecnológico Empresarial Argentino,Superior No Universitario Común,Lavalle 648 8° Piso,SAN NICOLAS,107965.887122000000090,103019.328647999995155
Centro de Formación Profesional N° 27 (sede) - Sindicato de Luz y Fuerza,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Perú 823 4° piso,SAN TELMO,108087.352184999996098,101338.011405999990529
Primera Infancia Pompeyitos,Otros Servicios Educativos de la modalidad Común,Avda. Sáenz 631,NUEVA POMPEYA,104246.221932999993442,98084.172466899995925
Jardín de Infantes Común N° 02/04° Carlos Della Penna,Inicial Común,Dr. Eduardo Braun Menéndez 260,BOCA,109181.538637000005110,100256.373421999989660
Esc. Primaria Común N° 08 Carlos Della Penna,Primario Común,Dr. Eduardo Braun Menéndez 260,BOCA,109181.538637000005110,100256.373421999989660
Esc. de Música N° 01,Otros Servicios Educativos de la modalidad Común,Dr. Eduardo Braun Menéndez 260,BOCA,109181.538637000005110,100256.373421999989660
Esc. Primaria Común N° 09 Benito Quinquela Martín,Primario Común,Avda. Don Pedro de Mendoza 1835,BOCA,109323.276650999992853,98964.959146600012900
Jardín de Infantes Integral N° 02/06° Federico Froebel,Inicial Común,Avda. Independencia 3354,BOEDO,104530.267865000001621,100976.160770999995293
Esc. Primaria Común N° 10 Gral. Araoz de Lamadrid,Primario Común,Gral. Gregorio Aráoz de Lamadrid 499,BOCA,109476.287096000000020,99142.952808400004869
Jardín de Infantes Integral N° 04/04°,Inicial Común,Hernandarias 850,BOCA,108727.274319000003743,99185.984196599994902
Esc. Primaria Común N° 11 Antonio J. Bucich,Primario Común,Brandsen 1057,BOCA,108727.274319000003743,99185.984196599994902
Esc. Primaria Común N° 17 Luis Jose Chorroarín,Primario Común,Carlos Calvo 2827,SAN CRISTOBAL,105298.280236999999033,100915.128475999998045
Esc. Primaria Común N° 18 Dr. Antonio Bermejo,Primario Común,Avda. Belgrano 3767,ALMAGRO,103961.759195000006002,101556.576113000002806
Esc. Primaria Común N° 23 Gral. Belgrano,Primario Común,Pringles 263,ALMAGRO,103231.296199999997043,102252.215479999998934
Esc. Primaria Común N° 22 Martina Silva de Gurruchaga,Primario Común,Avda. Boedo 657,ALMAGRO,104213.263902000006055,101030.174104999998235
Esc. Primaria Común N° 23 Provincia de Entre Rios,Primario Común,Avda. Boedo 1935,BOEDO,104242.189146999997320,99236.172667199993157
Xogo Escuela Infantil,Otros Servicios Educativos de la modalidad Común,Mendoza 5824,VILLA URQUIZA,97417.583503500005463,105336.036966999992728
Jardín de Infantes Común N° 05/06°,Inicial Común,Cátulo Castillo 2750,PARQUE PATRICIOS,105550.229082000005292,99580.117812099982984
Jardín de Infantes Nucleado D (EPCjs 21/07°),Inicial Común,Rojas 1554,VILLA CRESPO,101144.280039000004763,102835.303178999994998
Esc. Primaria Común N° 21 Emilio Raúl Olive,Primario Común,Rojas 1554,VILLA CRESPO,101144.280039000004763,102835.303178999994998
Jardín de Infantes Nucleado A (EPCjs 22/07°),Inicial Común,Aráoz 234,VILLA CRESPO,102163.314381999996840,103181.260364000001573
Esc. Primaria Común N° 22 Dr. Rómulo S. Naón,Primario Común,Aráoz 234,VILLA CRESPO,102163.314381999996840,103181.260364000001573
Jardín de Infantes Nucleado D (EPCjc 23/07°) [Sede],Inicial Común,Pringles 263,ALMAGRO,103231.296199999997043,102252.215479999998934
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 06,Otros Servicios Educativos de la modalidad Común,Pringles 263,ALMAGRO,103231.296199999997043,102252.215479999998934
Esc. Primaria Común N° 05 Albina García de Ryan,Primario Común,Portela 734,FLORES,99378.076896300000953,98817.376914499996928
Jardín de Infantes Integral N° 08/06° Maria Angela Schiavoni de López,Inicial Común,Avda. Boedo 650 / 54,ALMAGRO,104245.264750999995158,101036.172741999995196
Jardín Maternal N° 07/06° Delfina Marull de Sarda,Inicial Común,Cátulo Castillo 2852,PARQUE PATRICIOS,105496.223207000002731,99467.120033300001523
Primera Infancia Larrazabal,Otros Servicios Educativos de la modalidad Común,Avda. Larrazábal 5140,VILLA LUGANO,100361.886876999997185,93837.334832599983201
Asoc Civil Jardín Maternal y de Infantes Eva Perón,Otros Servicios Educativos de la modalidad Común,Avda. Pte. Julio A. Roca 651,MONTSERRAT,107980.488261999998940,102078.018184999993537
Esc. Primaria Común N° 01 Museo de Bellas Artes Gral. Urquiza,Primario Común,Yerbal 2370,FLORES,100005.038226999997278,100235.579482999994070
Jardín de Infantes Nucleado A (EPCjc 01/07°) [Sede],Inicial Común,Avda. Corrientes 5332,VILLA CRESPO,102062.322725000005448,103427.264672000004794
Esc. Primaria Común N° 01 Tomasa de la Quintana de Escalada,Primario Común,Avda. Corrientes 5332,VILLA CRESPO,102062.322725000005448,103427.264672000004794
Jardín de Infantes Integral N° 07/20°,Inicial Común,Avda. Lisandro de la Torre 2288,MATADEROS,96398.923877099994570,96553.501707699993858
Jardín de Infantes Nucleado A (EPCjs 02/07°),Inicial Común,Camargo 725,VILLA CRESPO,101907.320592000003671,103447.271229000005405
Esc. Primaria Común N° 02 Francisco Desiderio Herrera,Primario Común,Camargo 725,VILLA CRESPO,101907.320592000003671,103447.271229000005405
Esc. Primaria Común N° 22 Hipolito Bouchard,Primario Común,Avelino Díaz 2356,FLORES,101168.098358999995980,98499.301652499998454
